Scenario,TradingDate,Symbol,Price,Score,Target,StopLoss,ExpProfit,SMA20,vsSMA20,YTD,LastMonth,Price5d,PnL5d,Price10d,PnL10d,MaxPrice10d,Status
3%/10d,2026-02-12,ILMN,114.44,95,120.99,111.17,5.7,116.83,Under,-13.3,-21.2,117.71,2.86,134.55,17.57,134.75,HIT TARGET
3%/10d,2026-02-12,CAH,215.09,88,224.09,207.91,4.2,221.98,Under,5.1,0.8,224.45,4.35,229.23,6.57,230.2,HIT TARGET
3%/10d,2026-02-12,AMZN,199.45,83,205.08,195.61,2.8,203.84,Under,-12.3,-16.3,210.18,5.38,210.01,5.29,211.59,HIT TARGET
3%/10d,2026-02-12,AAPL,261.59,78,267.7,255.84,2.3,271.89,Under,-4.3,1.3,264.59,1.15,264.17,0.99,276.11,HIT TARGET
3%/10d,2026-02-12,USO,76.36,71,78.14,75.07,2.3,77.69,Under,11.8,7.4,80.84,5.87,81.93,7.29,82.12,HIT TARGET
3%/10d,2026-02-12,GLD,451.56,70,470.75,442.94,4.3,460.85,Under,13.3,6.7,468.48,3.75,483.74,7.13,483.9,HIT TARGET
3%/10d,2026-02-12,XLE,53.96,57,54.93,53.18,1.8,54.25,Under,20.1,13.3,54.9,1.74,55.91,3.61,56.15,HIT TARGET
3%/10d,2026-02-12,ODFL,185.45,87,193.67,178.3,4.4,192.4,Under,17.6,4.1,201.4,8.6,203.22,9.58,203.86,HIT TARGET
3%/10d,2026-02-12,HUM,179.03,86,185.57,167.09,3.7,179.81,Under,-31.0,-36.9,189.91,6.08,190.55,6.43,192.02,HIT TARGET
3%/10d,2026-02-12,MCHP,78.9,86,82.65,75.06,4.8,78.97,Under,22.7,6.0,77.73,-1.48,74.64,-5.4,80.96,STOPPED OUT
5%/10d,2026-02-11,MRNA,40.48,92,44.17,36.38,9.1,41.43,Under,30.3,-0.3,49.7,22.78,51.72,27.77,54.02,HIT TARGET
5%/10d,2026-02-11,ETHA,14.74,88,15.38,13.84,4.4,15.22,Under,-36.5,-42.4,14.72,-0.14,15.29,3.73,15.75,HIT TARGET
5%/10d,2026-02-11,MOH,122.6,87,127.59,117.91,4.1,125.51,Under,-30.5,-35.1,148.24,20.91,146.24,19.28,158.59,HIT TARGET
5%/10d,2026-02-11,SLVR,70.63,86,76.99,68.0,9.0,69.41,Above,26.0,7.0,67.91,-3.85,80.66,14.2,80.72,HIT TARGET
5%/10d,2026-02-11,LLY,1014.64,79,1055.34,999.88,4.0,1034.2,Under,-4.9,-5.5,1023.26,0.85,1022.11,0.74,1067.0,HIT TARGET
5%/10d,2026-02-11,XAR,267.03,62,273.62,262.15,2.5,272.02,Under,9.8,-6.5,284.56,6.56,283.91,6.32,287.52,HIT TARGET
5%/10d,2026-02-11,AMZN,204.01,58,207.93,199.57,1.9,207.5,Under,-10.3,-13.8,204.9,0.44,207.91,1.91,211.59,HIT TARGET
5%/10d,2026-02-11,CRL,166.0,86,174.27,154.35,5.0,177.12,Under,-16.9,-23.3,164.2,-1.08,175.47,5.7,175.48,HIT TARGET
5%/10d,2026-02-11,ALB,175.19,84,188.67,169.02,7.7,168.74,Above,22.9,-1.4,168.41,-3.87,184.94,5.57,206.0,HIT TARGET
5%/10d,2026-02-11,PLTR,135.67,82,140.61,129.45,3.6,139.43,Under,-22.3,-24.0,134.91,-0.56,135.94,0.2,140.96,HIT TARGET
10%/10d,2026-02-26,MRNA,51.72,74,56.72,48.35,9.7,51.57,Above,66.5,10.4,53.84,4.1,53.38,3.21,59.55,HIT TARGET
10%/10d,2026-02-26,TER,332.86,72,360.07,315.55,8.2,335.03,Under,63.4,32.2,305.66,-8.17,286.6,-13.9,325.93,STOPPED OUT
10%/10d,2026-02-26,AMD,203.67,68,215.54,196.76,5.8,209.36,Under,-8.2,-19.2,199.46,-2.07,197.82,-2.87,209.21,MISSED
10%/10d,2026-02-26,CAT,752.84,59,783.33,728.65,4.0,760.48,Under,28.3,13.3,706.05,-6.22,700.42,-6.96,755.73,STOPPED OUT
10%/10d,2026-02-26,AMAT,375.77,67,397.48,357.96,5.8,381.78,Under,40.7,10.1,346.4,-7.82,337.4,-10.21,378.58,STOPPED OUT
10%/10d,2026-02-26,DOW,29.91,63,31.44,28.91,5.1,30.1,Under,27.8,10.2,33.73,12.77,37.56,25.58,37.68,HIT TARGET
10%/10d,2026-02-26,CE,49.14,62,51.81,46.14,5.4,50.47,Under,18.5,8.1,52.54,6.92,59.62,21.33,60.85,HIT TARGET
10%/10d,2026-02-26,ALB,184.94,59,197.69,170.99,6.9,189.53,Under,29.7,2.4,163.93,-11.36,163.75,-11.46,184.52,STOPPED OUT
10%/10d,2026-02-26,DLTR,126.93,54,131.97,124.29,4.0,128.78,Under,0.6,8.2,115.89,-8.7,111.68,-12.01,126.62,STOPPED OUT
10%/10d,2026-02-26,ANET,130.21,54,135.47,125.07,4.0,130.37,Under,-3.3,-12.1,139.45,7.1,134.02,2.93,141.77,HIT TARGET
5%/10d,2026-02-20,CE,54.09,87,56.76,51.02,4.9,54.86,Under,30.4,13.8,49.98,-7.6,49.31,-8.84,55.93,STOPPED OUT
5%/10d,2026-02-20,DOW,30.52,84,32.18,29.06,5.5,31.06,Under,30.4,8.1,30.75,0.75,33.27,9.01,35.15,HIT TARGET
5%/10d,2026-02-20,AMD,200.12,81,213.14,193.77,6.5,201.06,Under,-9.8,-22.9,200.19,0.03,192.45,-3.83,216.71,HIT TARGET
5%/10d,2026-02-20,LLY,1010.16,78,1048.53,994.05,3.8,1016.13,Under,-5.3,-5.1,1051.71,4.11,989.84,-2.01,1064.45,HIT TARGET
5%/10d,2026-02-20,ETHA,14.89,66,15.54,14.41,4.4,14.72,Above,-35.8,-32.9,14.53,-2.42,14.95,0.4,16.63,HIT TARGET
5%/10d,2026-02-20,XAR,281.98,46,289.43,276.39,2.6,281.16,Above,16.0,-0.3,282.78,0.28,279.29,-0.95,295.39,HIT TARGET
5%/10d,2026-02-20,TER,324.9,80,353.13,314.39,8.7,318.03,Above,59.5,41.8,320.17,-1.46,273.0,-15.97,344.92,STOPPED OUT
5%/10d,2026-02-20,KLAC,1496.55,78,1583.78,1452.63,5.8,1475.63,Above,18.6,-1.1,1524.49,1.87,1344.55,-10.16,1577.35,STOPPED OUT
5%/10d,2026-02-20,MPWR,1204.52,78,1259.17,1167.13,4.5,1181.14,Above,29.1,13.2,1142.73,-5.13,1023.85,-15.0,1255.4,STOPPED OUT
5%/10d,2026-02-20,CAT,759.7,78,792.23,744.07,4.3,759.12,Above,29.5,21.3,742.86,-2.22,680.74,-10.39,777.6,STOPPED OUT
5%/10d,2026-02-23,ETHA,14.05,90,14.71,13.44,4.6,14.5,Under,-39.4,-35.8,15.38,9.47,15.37,9.4,16.63,HIT TARGET
5%/10d,2026-02-23,CE,52.38,88,55.19,49.74,5.4,53.75,Under,26.3,10.2,49.75,-5.02,51.47,-1.74,55.93,HIT TARGET
5%/10d,2026-02-23,ANET,127.41,86,133.39,122.05,4.7,133.06,Under,-5.4,-11.3,129.28,1.47,137.17,7.66,139.48,HIT TARGET
5%/10d,2026-02-23,AMD,196.59,81,209.86,190.17,6.8,199.42,Under,-11.4,-21.8,198.61,1.03,202.73,3.12,216.71,HIT TARGET
5%/10d,2026-02-23,ORCL,141.29,80,147.32,134.58,4.3,148.36,Under,-27.4,-22.6,149.18,5.58,151.55,7.26,159.19,HIT TARGET
5%/10d,2026-02-23,XAR,279.02,54,287.27,274.46,3.0,281.31,Under,14.7,-0.3,289.99,3.93,282.07,1.09,295.39,HIT TARGET
5%/10d,2026-02-23,CRL,163.5,85,171.4,155.36,4.8,163.74,Under,-18.1,-26.5,178.55,9.2,177.27,8.42,182.65,HIT TARGET
5%/10d,2026-02-23,DOW,30.3,84,31.91,28.96,5.3,30.57,Under,29.5,7.5,30.61,1.02,34.33,13.3,35.75,HIT TARGET
5%/10d,2026-02-23,AAL,12.94,77,13.63,12.47,5.4,13.26,Under,-14.9,-11.2,12.49,-3.48,11.46,-11.44,14.17,HIT TARGET
5%/10d,2026-02-23,BBWI,22.53,76,23.32,21.06,3.5,23.54,Under,11.8,5.1,22.04,-2.17,21.62,-4.04,23.89,HIT TARGET
8%/10d,2026-02-23,AMD,196.59,78,209.86,190.17,6.8,199.42,Under,-11.4,-21.8,198.61,1.03,202.73,3.12,216.71,HIT TARGET
8%/10d,2026-02-23,CE,52.38,77,55.19,49.74,5.4,53.75,Under,26.3,10.2,49.75,-5.02,51.47,-1.74,55.93,HIT TARGET
8%/10d,2026-02-23,DOW,30.3,74,31.91,28.96,5.3,30.57,Under,29.5,7.5,30.61,1.02,34.33,13.3,35.75,HIT TARGET
8%/10d,2026-02-23,ETHA,14.05,69,14.71,13.44,4.6,14.5,Under,-39.4,-35.8,15.38,9.47,15.37,9.4,16.63,HIT TARGET
8%/10d,2026-02-23,ORCL,141.29,61,147.32,134.58,4.3,148.36,Under,-27.4,-22.6,149.18,5.58,151.55,7.26,159.19,HIT TARGET
8%/10d,2026-02-23,CRL,163.5,69,171.4,155.36,4.8,163.74,Under,-18.1,-26.5,178.55,9.2,177.27,8.42,182.65,HIT TARGET
8%/10d,2026-02-23,ANET,127.41,67,133.39,122.05,4.7,133.06,Under,-5.4,-11.3,129.28,1.47,137.17,7.66,139.48,HIT TARGET
8%/10d,2026-02-23,MRVL,77.81,65,82.03,74.96,5.4,78.47,Under,-11.8,-4.9,80.86,3.92,92.67,19.1,93.4,HIT TARGET
8%/10d,2026-02-23,TER,318.58,64,347.0,306.19,8.9,317.66,Above,56.4,37.5,325.82,2.27,296.43,-6.95,344.92,STOPPED OUT
8%/10d,2026-02-23,AAL,12.94,62,13.63,12.47,5.4,13.26,Under,-14.9,-11.2,12.49,-3.48,11.46,-11.44,14.17,HIT TARGET
8%/10d,2026-02-27,MRNA,53.59,76,58.79,50.5,9.7,51.84,Above,72.5,20.0,52.54,-1.96,52.55,-1.94,59.55,HIT TARGET
8%/10d,2026-02-27,ETHA,14.53,67,15.15,13.81,4.3,15.1,Under,-37.4,-29.2,14.95,2.89,15.88,9.29,16.73,HIT TARGET
8%/10d,2026-02-27,AMAT,372.23,61,395.13,355.4,6.2,379.5,Under,39.3,11.8,324.77,-12.75,341.53,-8.25,373.79,STOPPED OUT
8%/10d,2026-02-27,ORCL,145.32,58,150.89,137.61,3.8,147.2,Under,-25.4,-12.7,152.94,5.24,155.1,6.73,171.76,HIT TARGET
8%/10d,2026-02-27,AMD,200.19,52,212.98,193.99,6.4,204.42,Under,-9.8,-17.6,192.45,-3.87,193.44,-3.37,209.21,STOPPED OUT
8%/10d,2026-02-27,LUV,49.24,61,51.69,47.66,5.0,49.91,Under,19.1,3.6,41.55,-15.62,38.74,-21.32,49.02,STOPPED OUT
8%/10d,2026-02-27,BBWI,22.76,56,23.6,21.86,3.7,22.95,Under,13.0,6.5,20.79,-8.66,19.49,-14.37,23.89,HIT TARGET
8%/10d,2026-02-27,DLTR,126.48,55,131.44,123.63,3.9,126.72,Under,0.3,8.1,115.82,-8.43,107.45,-15.05,124.68,STOPPED OUT
8%/10d,2026-02-27,TPR,155.47,53,161.38,151.68,3.8,157.16,Under,21.3,21.6,144.13,-7.29,142.12,-8.59,157.8,STOPPED OUT
8%/10d,2026-02-27,TER,320.17,51,344.32,298.65,7.5,330.15,Under,57.1,29.4,273.0,-14.73,286.52,-10.51,325.93,STOPPED OUT
10%/10d,2026-02-27,MRNA,53.59,74,58.79,50.5,9.7,51.84,Above,72.5,20.0,52.54,-1.96,52.55,-1.94,59.55,HIT TARGET
10%/10d,2026-02-27,ETHA,14.53,55,15.15,13.81,4.3,15.1,Under,-37.4,-29.2,14.95,2.89,15.88,9.29,16.73,HIT TARGET
10%/10d,2026-02-27,LUV,49.24,53,51.69,47.66,5.0,49.91,Under,19.1,3.6,41.55,-15.62,38.74,-21.32,49.02,STOPPED OUT
10%/10d,2026-02-27,ORCL,145.32,49,150.89,137.61,3.8,147.2,Under,-25.4,-12.7,152.94,5.24,155.1,6.73,171.76,HIT TARGET
10%/10d,2026-02-27,AMD,200.19,48,212.98,193.99,6.4,204.42,Under,-9.8,-17.6,192.45,-3.87,193.44,-3.37,209.21,STOPPED OUT
10%/10d,2026-02-27,AMAT,372.23,58,395.13,355.4,6.2,379.5,Under,39.3,11.8,324.77,-12.75,341.53,-8.25,373.79,STOPPED OUT
10%/10d,2026-02-27,BBWI,22.76,50,23.6,21.86,3.7,22.95,Under,13.0,6.5,20.79,-8.66,19.49,-14.37,23.89,HIT TARGET
